OBJECTID *,Shape *,FID_points,FID_points,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags,lat,lon,FID_points_divided_MinimumBoundi1,FID_Dataset2SVISam_MinimumBoundi
30,点,1240,2108,9960794990, ,gate, , , , , , , ,22.298459,114.171792,1,1
31,点,1241,533,3336248142, , , , , , , , ,"shop=>""beverages""",22.298465,114.173927,1,1
32,点,1244,2144,10128980045,嘉宝汉堡 Kabo Burger, , , , , , , ,"addr:housenumber=>""9-11"",""addr:street""=>""宝勒巷 Prat Avenue"",""amenity""=>""fast_food"",""contact:facebook""=>""https://www.facebook.com/kabo.burger"",""contact:instagram""=>""https://www.instagram.com/kabo.burger/"",""cuisine""=>""burger"",""level""=>""0"",""name:en""=>",22.298483,114.174531,1,1
33,点,1245,1185,4850496931,7-Eleven, , , , , , , ,"addr:country=>""HK"",""addr:street""=>""宝勒巷 Prat Avenue"",""brand""=>""7-Eleven"",""brand:wikidata""=>""Q259340"",""brand:wikipedia""=>""en:7-Eleven"",""name:en""=>""7-Eleven"",""name:zh""=>""7-11便利店"",""shop""=>""convenience""",22.298489,114.173895,1,1
34,点,1247,1088,4850136919,OK便利店 Circle K, , , , , , , ,"addr:country=>""HK"",""addr:street""=>""堪富利士道 Humphreys Avenue"",""brand""=>""OK便利店 Circle K"",""brand:en""=>""Circle K"",""brand:wikidata""=>""Q3268010"",""brand:wikipedia""=>""zh:OK便利店"",""brand:zh""=>""OK便利店"",""brand:zh-Hans""=>""OK便利店"",""brand",22.298502,114.173495,1,1
35,点,1248,2107,9960794981, ,gate, , , , , , , ,22.298504,114.171924,1,1
36,点,1250,1091,4850137422,Canon, , , , , , , ,"addr:street=>""赫德道 Hart Avenue"",""shop""=>""camera""",22.298506,114.173882,1,1
37,点,1251,1186,4850496932,杉原家茶屋 Sugiharake Chaya, , , , , , , ,"addr:street=>""宝勒巷 Prat Avenue"",""name:en""=>""Sugiharake Chaya"",""name:zh""=>""杉原家茶屋"",""shop""=>""bakery""",22.298507,114.174016,1,1
38,点,1253,1089,4850136920,Eunice, , , , , , , ,"addr:street=>""堪富利士道 Humphreys Avenue"",""shop""=>""clothes""",22.298512,114.17355,1,1
39,点,1256,1187,4850496933,莎莎 Sasa, , , , , , , ,"addr:street=>""宝勒巷 Prat Avenue"",""brand""=>""莎莎 Sasa"",""brand:en""=>""Sasa"",""brand:wikidata""=>""Q15910675"",""brand:zh""=>""莎莎"",""name:en""=>""Sasa"",""name:zh""=>""莎莎"",""shop""=>""cosmetics""",22.298518,114.174057,1,1
40,点,1257,883,4848019830,周大福 Chow Tai Fook, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""brand""=>""周大福 Chow Tai Fook"",""brand:en""=>""Chow Tai Fook"",""brand:wikidata""=>""Q48880993"",""brand:wikipedia""=>""en:Chow Tai Fook Jewellery Group"",""brand:zh""=>""周大福"",""brand:zh-Hans""=>""周大福"",""brand:zh-Hant""",22.298519,114.172287,1,1
41,点,1258,1285,4850676199,Daily Sauna, , , , , , , ,"addr:street=>""宝勒巷 Prat Avenue"",""shop""=>""beauty""",22.29852,114.174749,1,1
42,点,1260,1287,4850676201,夜首尔 Seoul Night, , , , , , , ,"addr:street=>""宝勒巷 Prat Avenue"",""amenity""=>""restaurant"",""cuisine""=>""korean"",""name:en""=>""Seoul Night"",""name:zh""=>""夜首尔""",22.298521,114.174672,1,1
43,点,1262,1090,4850137421,亮视点 Lens Crafters, , , , , , , ,"addr:street=>""堪富利士道 Humphreys Avenue"",""brand""=>""亮视点 LensCrafters"",""brand:en""=>""LensCrafters"",""brand:wikidata""=>""Q6523209"",""brand:zh""=>""亮视点"",""brand:zh-Hans""=>""亮视点"",""brand:zh-Hant""=>""亮视点"",""name:en""=>""LensCrafters"",""name:",22.298537,114.173632,1,1
44,点,1264,1286,4850676200,Napoli's, , , , , , , ,"addr:street=>""宝勒巷 Prat Avenue"",""amenity""=>""restaurant""",22.298543,114.174821,1,1
45,点,1269,1188,4850496934,Ebeneezer's, , , , , , , ,"addr:street=>""宝勒巷 Prat Avenue"",""amenity""=>""restaurant"",""opening_hours""=>""Mo-Su 10:00-06:00""",22.298572,114.174254,1,1
46,点,1270,531,3336248139,U购Select, , , , , , , ,"disused:shop=>""supermarket"",""level""=>""-1"",""name:en""=>""U Select"",""name:zh""=>""U购Select""",22.298583,114.17413,1,1
47,点,1272,1461,5151255428, , , , , , , , ,"amenity=>""restaurant"",""cuisine""=>""korean"",""name:en""=>""Hancham Korean BBQ"",""name:ko""=>""한참""",22.298585,114.174222,1,1
48,点,1273,1288,4850676202,The Right Place, , , , , , , ,"addr:street=>""宝勒巷 Prat Avenue"",""amenity""=>""restaurant""",22.298586,114.17498,1,1
49,点,1274,1189,4850496935,赞记厨房 A Plus Kitchen, , , , , , , ,"addr:street=>""宝勒巷 Prat Avenue"",""name:en""=>""A Plus Kitchen"",""name:zh""=>""赞记厨房"",""shop""=>""kitchen""",22.298589,114.17432,1,1
50,点,1275,604,4066472128,大快活 Fairwood, , , , , , , ,"amenity=>""fast_food"",""brand""=>""大快活 Fairwood"",""brand:en""=>""Fairwood"",""brand:wikidata""=>""Q5430935"",""brand:wikipedia""=>""zh:大快活"",""brand:zh""=>""大快活"",""brand:zh-Hans""=>""大快活"",""brand:zh-Hant""=>""大快活"",""cuisine""=>""cantonese;western"",""l",22.298593,114.173658,1,1
51,点,1276,881,4848019827,Samsung, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""branch""=>""Canon"",""brand""=>""Samsung"",""brand:wikidata""=>""Q20718"",""brand:wikipedia""=>""en:Samsung Electronics"",""shop""=>""electronics""",22.298598,114.172301,1,1
52,点,1277,1890,7155534885,Canon, , , , , , , ,"shop=>""electronics""",22.298599,114.172265,1,1
53,点,1278,2332,11049570682,九龙清真寺 Kowloon Mosque, ,bus_stop, , , , , ,"bus=>""yes"",""local_ref""=>""N7"",""name:en""=>""Kowloon Mosque"",""name:zh""=>""九龙清真寺"",""network""=>""KMB"",""network:wikidata""=>""Q312243"",""network:zh""=>""九巴"",""operator""=>""九巴 KMB"",""operator:en""=>""KMB"",""operator:wikidata""=>""Q312243"",""operator:zh""=>""九",22.2986,114.172004,1,1
54,点,1279,2329,11049570679,九龙清真寺 Kowloon Mosque, , , , , , , ,"bus=>""yes"",""name:en""=>""Kowloon Mosque"",""name:zh""=>""九龙清真寺"",""public_transport""=>""stop_position""",22.298603,114.172057,1,1
55,点,1283,882,4848019828,Lamb, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""shop""=>""yes""",22.298625,114.172425,1,1
56,点,1284,1501,5477098932,印度菜馆及酒吧 India restaurant and bar, , , , , , , ,"addr:floor=>""6"",""addr:housenumber""=>""10"",""addr:street""=>""宝勒巷 Prat Avenue"",""amenity""=>""restaurant"",""cuisine""=>""indian"",""level""=>""6"",""name:en""=>""India restaurant and bar"",""name:zh""=>""印度菜馆及酒吧""",22.298635,114.174486,1,1
57,点,1288,586,3914318595,7-Eleven, , , , , , , ,"addr:country=>""HK"",""brand""=>""7-Eleven"",""brand:wikidata""=>""Q259340"",""brand:wikipedia""=>""en:7-Eleven"",""name:en""=>""7-Eleven"",""name:zh""=>""7-11便利店"",""shop""=>""convenience"",""website""=>""https://www.7-eleven.com.hk/""",22.298648,114.174087,1,1
58,点,1293,1679,6384079264, ,kerb, , , , , , ,"kerb=>""lowered"",""tactile_paving""=>""yes""",22.298687,114.17223,1,1
59,点,1296,2143,10128973461,一喜日本料理 Ikki Japanese Restaurant, , , , , , , ,"addr:floor=>""7"",""addr:housenumber""=>""10"",""addr:street""=>""宝勒巷 Prat Avenue"",""amenity""=>""restaurant"",""contact:facebook""=>""https://www.facebook.com/Ikkijapanesefood/"",""contact:instagram""=>""https://www.instagram.com/ikki_japanese/"",""cuisine""=>""japanes",22.298699,114.174461,1,1
60,点,1297,1190,4850496936,Won Pungwon Korean Restaurant, , , , , , , ,"addr:street=>""宝勒巷 Prat Avenue"",""amenity""=>""restaurant""",22.298704,114.174826,1,1
61,点,1302,1546,5983133400, , ,crossing, , , , , ,"crossing=>""uncontrolled"",""tactile_paving""=>""yes""",22.298721,114.172229,1,1
62,点,1306,564,3912040161,九龙清真寺 Kowloon Mosque, ,bus_stop, , , , , ,"bus=>""yes"",""local_ref""=>""N8"",""name:en""=>""Kowloon Mosque"",""name:zh""=>""九龙清真寺"",""network""=>""KMB"",""network:wikidata""=>""Q312243"",""old_name""=>""九龙公园 Kowloon Park"",""operator""=>""九巴 KMB"",""operator:en""=>""KMB"",""operator:wikidata""=>""Q312243"",""o",22.298743,114.171994,1,1
63,点,1307,308,2604586673,金马伦道 Cameron Road, , ,B1, , , , ,"name:en=>""Cameron Road"",""name:zh""=>""金马伦道"",""railway""=>""subway_entrance""",22.298744,114.172276,1,1
64,点,1308,2330,11049570680,九龙清真寺 Kowloon Mosque, , , , , , , ,"bus=>""yes"",""name:en""=>""Kowloon Mosque"",""name:zh""=>""九龙清真寺"",""public_transport""=>""stop_position""",22.298746,114.172048,1,1
65,点,1309,1191,4850496937,Chuan Popo, , , , , , , ,"addr:street=>""宝勒巷 Prat Avenue"",""amenity""=>""restaurant""",22.298748,114.175007,1,1
66,点,1310,693,4331640492,发记甜品地下, , , , , , , ,"addr:housenumber=>""22-24"",""addr:street""=>""宝勒巷 Prat Avenue"",""amenity""=>""restaurant""",22.298748,114.174936,1,1
67,点,1311,2333,11049570683,九龙清真寺 Kowloon Mosque, ,bus_stop, , , , , ,"bus=>""yes"",""name:en""=>""Kowloon Mosque"",""name:zh""=>""九龙清真寺"",""network""=>""CTB"",""network:wikidata""=>""Q5124055"",""operator""=>""城巴 Citybus"",""operator:en""=>""Citybus"",""operator:wikidata""=>""Q5124055"",""operator:zh""=>""城巴"",""owner""=>""城巴 Citybus"",",22.298752,114.171994,1,1
68,点,1312,2105,9960794970, ,gate, , , , , , , ,22.298752,114.171928,1,1
69,点,1314,2048,9609113919,金马伦道 Cameron Road, , ,B2, , , , ,"name:en=>""Cameron Road"",""name:zh""=>""金马伦道"",""railway""=>""subway_entrance""",22.298763,114.172561,1,1
70,点,1317,2093,9878952164,九龙清真寺 Kowloon Mosque, ,bus_stop, , , , , ,"bus=>""yes"",""local_ref""=>""N9"",""name:en""=>""Kowloon Mosque"",""name:zh""=>""九龙清真寺"",""network""=>""KMB"",""network:wikidata""=>""Q312243"",""network:zh""=>""九巴"",""operator""=>""九巴 KMB"",""operator:en""=>""KMB"",""operator:wikidata""=>""Q312243"",""operator:zh""=>""九",22.298793,114.171991,1,1
71,点,1318,618,4069795313,汇丰银行 HSBC, , , , , , , ,"addr:housenumber=>""82-84"",""addr:street""=>""弥敦道 Nathan Road"",""amenity""=>""bank"",""atm""=>""yes"",""brand""=>""香港上海汇丰银行 HSBC"",""brand:en""=>""HSBC"",""brand:wikidata""=>""Q190464"",""brand:wikipedia""=>""en:HSBC"",""brand:zh""=>""香港上海汇丰银行"",",22.298795,114.172481,1,1
72,点,1319,1927,7821537378,九龙清真寺 Kowloon Mosque, , , , , , , ,"bus=>""yes"",""name:en""=>""Kowloon Mosque"",""name:zh""=>""九龙清真寺"",""public_transport""=>""stop_position""",22.298796,114.172044,1,1
73,点,1320,74,1189559082, , , , , , , , ,"amenity=>""taxi""",22.298824,114.172903,1,1
74,点,1321,1649,6361708585, , , , , , , , ,"amenity=>""restaurant"",""name:ko""=>""성림거 운남쌀국수""",22.298847,114.173576,1,1
75,点,1322,1208,4850515472,时间廊 City Chain, , , , , , , ,"addr:street=>""加拿分道 Carnarvon Road"",""brand""=>""时间廊 City Chain"",""brand:en""=>""City Chain"",""brand:wikidata""=>""Q11089260"",""brand:zh""=>""时间廊"",""name:en""=>""City Chain"",""name:zh""=>""时间廊"",""shop""=>""watches""",22.298852,114.173625,1,1
76,点,1323,2537,11542491255, , ,crossing, , , , , , ,22.298856,114.172986,1,1
77,点,1326,10,358321770,尖沙咀 Tsim Sha Tsui, , , , , ,suburb, ,"alt_name=>""尖沙嘴"",""alt_name:vi""=>""Tiêm Sa Chuỷ"",""alt_name:zh""=>""尖沙嘴"",""name:cmn""=>""尖沙咀"",""name:cmn-Hant""=>""尖沙咀"",""name:cmn-Latn""=>""Jian Sha Ju"",""name:cmn-Latn-pinyin""=>""Jiān Shā Jǔ"",""name:en""=>""Tsim Sha Tsui"",""name:ml""=>""സി",22.298872,114.174118,1,1
78,点,1328,2334,11049570684,九龙清真寺 Kowloon Mosque, ,bus_stop, , , , , ,"bus=>""yes"",""local_ref""=>""N10"",""name:en""=>""Kowloon Mosque"",""name:zh""=>""九龙清真寺"",""network""=>""KMB"",""network:wikidata""=>""Q312243"",""old_name""=>""九龙公园 Kowloon Park"",""operator""=>""九巴 KMB"",""operator:en""=>""KMB"",""operator:wikidata""=>""Q312243"",""",22.298887,114.171985,1,1
79,点,1331,1440,5027216594,九龙清真寺 Kowloon Mosque, , , , , , , ,"bus=>""yes"",""name:en""=>""Kowloon Mosque"",""name:zh""=>""九龙清真寺"",""public_transport""=>""stop_position""",22.29889,114.172038,1,1
80,点,1332,2335,11049570685,九龙公园 Kowloon Park, ,bus_stop, , , , , ,"bus=>""yes"",""name:en""=>""Kowloon Park"",""name:zh""=>""九龙公园"",""network""=>""NLB"",""network:wikidata""=>""Q8421490"",""operator""=>""屿巴 NLB"",""operator:en""=>""NLB"",""operator:wikidata""=>""Q8421490"",""operator:zh""=>""屿巴"",""owner""=>""屿巴 NLB"",""owner:en""=>""NLB""",22.298891,114.171984,1,1
81,点,1334,2106,9960794971, ,gate, , , , , , , ,22.298898,114.171935,1,1
82,点,1335,2539,11542491270, , ,crossing, , , , , ,"crossing=>""traffic_signals""",22.298905,114.173689,1,1
83,点,1337,1493,5464193921,城大药妆, , , , , , , ,"shop=>""chemist""",22.298915,114.173774,1,1
84,点,1338,330,2604589775, , ,crossing, , , , , ,"crossing=>""traffic_signals""",22.298938,114.173591,1,1
85,点,1340,544,3729526133,Tapa Gria, , , , , , , ,"addr:housenumber=>""100"",""addr:place""=>""L18, The One"",""addr:street""=>""弥敦道 Nathan Road"",""amenity""=>""restaurant"",""phone""=>""+85221470111"",""website""=>""www.tapagria.hk""",22.298953,114.172709,1,1
86,点,1343,663,4275441481, , , ,2, , , , ,"amenity=>""post_box"",""collection_times""=>""Mo-Sa 16:00"",""drive_through""=>""no"",""operator""=>""香港邮政 Hongkong Post"",""operator:en""=>""Hongkong Post"",""operator:wikidata""=>""Q196631"",""operator:wikipedia""=>""zh:香港邮政"",""operator:zh""=>""香港邮政""",22.298959,114.173485,1,1
87,点,1344,1083,4850136913,水门鸡饭 Water Gate Chicken Rice, , , , , , , ,"addr:housenumber=>""18"",""addr:street""=>""金马伦道 Cameron Road"",""amenity""=>""restaurant"",""cuisine""=>""thai"",""name:en""=>""Water Gate Chicken Rice"",""name:zh""=>""水门鸡饭"",""phone""=>""+852 2369 8128""",22.298968,114.173975,1,1
88,点,1345,1488,5403111745,红茶 Red Tea, , , , , , , ,"addr:housenumber=>""9"",""addr:street""=>""金马伦道 Cameron Road"",""amenity""=>""restaurant"",""name:en""=>""Red Tea"",""name:zh""=>""红茶""",22.298969,114.173264,1,1
89,点,1346,1765,6705233593, , ,traffic_signals,K112, , , , , ,22.298972,114.173662,1,1
90,点,1347,2094,9878952166,金马伦道 Cameron Road, , , , , , , ,"bus=>""yes"",""name:en""=>""Cameron Road"",""name:zh""=>""金马伦道"",""public_transport""=>""stop_position""",22.298977,114.172121,1,1
91,点,1348,331,2604589820, , ,crossing, , , , , ,"crossing=>""traffic_signals""",22.298979,114.173747,1,1
92,点,1350,2324,11036896464,金马伦道 Cameron Road, ,bus_stop, , , , , ,"bus=>""yes"",""name:en""=>""Cameron Road"",""name:zh""=>""金马伦道"",""network""=>""CTB;Cityflyer"",""network:wikidata""=>""Q5124055;Q5124066"",""operator""=>""城巴 Citybus"",""operator:en""=>""Citybus"",""operator:wikidata""=>""Q5124055"",""operator:zh""=>""城巴"",""owner""=>"">""",22.29898,114.172193,1,1
93,点,1351,1471,5193656321,汇丰银行 HSBC, , , , , , , ,"amenity=>""bank"",""brand""=>""香港上海汇丰银行 HSBC"",""brand:en""=>""HSBC"",""brand:wikidata""=>""Q190464"",""brand:wikipedia""=>""en:HSBC"",""brand:zh""=>""香港上海汇丰银行"",""brand:zh-Hans""=>""香港上海汇丰银行"",""brand:zh-Hant""=>""香港上海汇丰",22.298985,114.172289,1,1
94,点,1352,2095,9878952167,金马伦道 Cameron Road, ,bus_stop, , , , , ,"bus=>""yes"",""local_ref""=>""S51"",""name:en""=>""Cameron Road"",""name:zh""=>""金马伦道"",""network""=>""九巴 KMB"",""network:en""=>""KMB"",""network:wikidata""=>""Q312243"",""network:zh""=>""九巴"",""operator""=>""九巴 KMB"",""operator:en""=>""KMB"",""operator:wikidata""=>""Q3122",22.298998,114.172192,1,1
95,点,1353,88,1189559946, ,kerb, , , , , , ,"kerb=>""raised""",22.298999,114.172541,1,1
96,点,1354,1209,4850515473,恒生银行 Hang Seng Bank, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""amenity""=>""bank"",""brand""=>""恒生银行 Hang Seng Bank"",""brand:en""=>""Hang Seng Bank"",""brand:wikidata""=>""Q1575470"",""brand:wikipedia""=>""en:Hang Seng Bank"",""brand:zh""=>""恒生银行"",""brand:zh-Hans""=>""恒生银行",22.299003,114.173615,1,1
97,点,1357,1462,5151255429, , , , , , , , ,"name:en=>""Guschlbauer Bakery"",""shop""=>""bakery""",22.299019,114.174554,1,1
98,点,1363,1207,4850515471,Easton Luggage, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""shop""=>""yes""",22.299049,114.174288,1,1
99,点,1365,2538,11542491256, , ,crossing, , , , , ,"crossing=>""traffic_signals""",22.299057,114.173642,1,1
100,点,1369,1206,4850515470,Joy & Peace, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""shop""=>""yes""",22.29906,114.17435,1,1
101,点,1372,880,4848017075,莎莎 Sasa, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""brand""=>""莎莎 Sasa"",""brand:en""=>""Sasa"",""brand:wikidata""=>""Q15910675"",""brand:wikipedia""=>""zh:莎莎国际"",""brand:zh""=>""莎莎"",""name:en""=>""Sasa"",""name:zh""=>""莎莎"",""shop""=>""cosmetics""",22.299066,114.172259,1,1
102,点,1375,1738,6683912834,遵理学校 Beacon College, , ,ED 595683, , , , ,"addr:city=>""尖沙咀 Tsim Sha Tsui"",""addr:housename""=>""金马商业大厦 Cammer Commercial Building"",""addr:housenumber""=>""30-32"",""addr:street""=>""金马伦道 Cameron Road"",""amenity""=>""school"",""branch""=>""尖沙咀分校 Tsim Sha Tsui"",""branch:en""=>""Ts",22.29907,114.17439,1,1
103,点,1376,545,3731325963,Clinique DeLight, , , , , , , ,"addr:city=>""尖沙咀 Tsim Sha Tsui"",""addr:floor""=>""10"",""addr:housenumber""=>""18"",""addr:street""=>""加拿分道 Carnarvon Road"",""addr:unit""=>""1001"",""phone""=>""+852 27801100"",""website""=>""www.cliniquedelight.com""",22.299073,114.173375,1,1
104,点,1378,2691,12757687924, , , ,LCSD YTM/26, , , , ,"circumference=>""1.028"",""denotation""=>""natural_monument"",""height""=>""13"",""natural""=>""tree"",""species""=>""Ficus microcarpa"",""species:zh""=>""榕树 Chinese Banyan""",22.299079,114.17195,1,1
105,点,1380,1205,4850515469,卡莱美 Colourmix, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""brand""=>""卡莱美 Colourmix"",""brand:en""=>""Colourmix"",""brand:wikidata""=>""Q111494580"",""brand:zh""=>""卡莱美"",""name:en""=>""Colourmix"",""name:zh""=>""卡莱美"",""shop""=>""cosmetics""",22.299084,114.174446,1,1
106,点,1381,332,2726475936,Raja Fashions, , , , , , , ,"addr:city=>""九龙城区 Kowloon City District"",""addr:housenumber""=>""30-32"",""addr:street""=>""金马伦道 Cameron Road"",""craft""=>""tailor"",""currency:XBT""=>""no"",""website""=>""https://www.raja-fashions.com/""",22.299084,114.174382,1,1
107,点,1382,549,3771430938,Lee Garden Guesthouse, , , , , , , ,"addr:housenumber=>""34-36"",""addr:street""=>""金马伦道 Cameron Road"",""tourism""=>""hostel"",""website""=>""http://www.starguesthouse.com.hk/""",22.299085,114.174542,1,1
108,点,1383,1305,4850707759,1356, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""shop""=>""yes""",22.299087,114.173894,1,1
109,点,1384,1204,4850515468,Korean Restaurant, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""amenity""=>""restaurant""",22.299088,114.174508,1,1
110,点,1385,1306,4850707760,加拿芬药妆, , , , , , , ,"addr:street=>""加拿分道 Carnarvon Road"",""shop""=>""chemist""",22.299093,114.173721,1,1
111,点,1386,1203,4850515467,星展银行 DBS, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""amenity""=>""bank"",""brand""=>""星展银行 DBS"",""brand:en""=>""DBS"",""brand:wikidata""=>""Q705417"",""brand:zh""=>""星展银行"",""brand:zh-Hans""=>""星展银行"",""brand:zh-Hant""=>""星展银行"",""name:en""=>""DBS"",""name:zh""=>",22.299104,114.174505,1,1
