OBJECTID *,Shape *,FID_points,FID_points,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags,lat,lon,FID_points_divided_MinimumBoundi1,FID_DatasetlSVISam_MinimumBoundi
113,点,677,1023,4849863693,廚十三, , , , , , , ,"addr:housenumber=>""12A"",""addr:street""=>""北京道 Peking Road"",""amenity""=>""restaurant"",""level""=>""18""",22.296577,114.171277,1,1
114,点,679,2243,10814277806,Gaylord, , , , , , , ,"addr:housenumber=>""12A"",""addr:street""=>""北京道 Peking Road"",""amenity""=>""restaurant"",""cuisine""=>""indian"",""level""=>""5"",""opening_hours""=>""Mo-Su 12:00-15:00,18:00-23:00"",""phone""=>""+852 2376 1001"",""website""=>""https://silveroak.com.hk/gaylord""",22.296581,114.171295,1,1
115,点,681,507,2938367966,Spring Guesthouse, , , , , , , ,"addr:door=>""15A5"",""addr:floor""=>""15/F"",""addr:housenumber""=>""36-44"",""addr:street""=>""彌敦道 Nathan Road"",""addr:unit""=>""A"",""level""=>""15"",""tourism""=>""guest_house""",22.296582,114.172594,1,1
116,点,683,2309,10880216124,Crispi Bun, , , , , , , ,"addr:housenumber=>""7"",""addr:street""=>""亞士厘道 Ashley Road"",""amenity""=>""restaurant"",""cuisine""=>""burger"",""diet:halal""=>""yes""",22.296584,114.170487,1,1
117,点,686,485,2938367944,Chungking Guesthouse, , , , , , , ,"addr:floor=>""4/F-5/F"",""addr:housenumber""=>""36-44"",""addr:street""=>""彌敦道 Nathan Road"",""addr:unit""=>""A"",""level""=>""4"",""tourism""=>""guest_house""",22.296585,114.172432,1,1
118,点,689,2281,10880215923,Brand Station, , , , , , , ,"addr:housenumber=>""1"",""addr:street""=>""樂道 Lock Road"",""name:en""=>""Brand Station"",""shop""=>""bag""",22.296591,114.171536,1,1
119,点,694,1870,7077478909, , , , , , , , ,"addr:street=>""北京道 Peking Road"",""addr:street:en""=>""Peking Road"",""addr:street:wikidata""=>""Q7161055"",""addr:street:zh""=>""北京道"",""entrance""=>""main""",22.296596,114.171949,1,1
120,点,695,500,2938367959,Ocean Guesthouse, , , , , , , ,"addr:door=>""15A4"",""addr:floor""=>""15/F"",""addr:housenumber""=>""36-44"",""addr:street""=>""彌敦道 Nathan Road"",""addr:unit""=>""A"",""level""=>""15"",""tourism""=>""guest_house""",22.296599,114.172592,1,1
121,点,696,1022,4849863692,方叔叔 Uncle Fong, , , , , , , ,"addr:housenumber=>""12A"",""addr:street""=>""北京道 Peking Road"",""amenity""=>""restaurant"",""level""=>""19"",""name:en""=>""Uncle Fong"",""name:zh""=>""方叔叔重慶老火鍋""",22.296601,114.171277,1,1
122,点,697,510,2938367969,Tai Wan Guesthouse, , , , , , , ,"addr:door=>""3A1, 2, 4, 5, 8"",""addr:floor""=>""3/F"",""addr:housenumber""=>""36-44"",""addr:street""=>""彌敦道 Nathan Road"",""addr:unit""=>""A"",""level""=>""3"",""tourism""=>""guest_house""",22.296602,114.172431,1,1
123,点,699,1049,4849887211,MLB, , , , , , , ,"addr:street=>""樂道 Lock Road"",""shop""=>""clothes""",22.296605,114.171713,1,1
124,点,700,1652,6371599589,Fila, , , , , , , ,"brand=>""Fila"",""brand:wikidata""=>""Q482539"",""shop""=>""clothes""",22.296608,114.171771,1,1
125,点,703,927,4848178722,周大福 Chow Tai Fook, , , , , , , ,"addr:door=>""G02;UG02"",""addr:housename""=>""iSQUARE"",""addr:housename:en""=>""iSQUARE"",""addr:housename:zh""=>""iSQUARE"",""addr:housenumber""=>""63"",""addr:street""=>""彌敦道 Nathan Road"",""addr:street:en""=>""Nathan Road"",""addr:street:wikidata""=>""Q2188138"",""addr:str",22.296622,114.172013,1,1
126,点,705,1861,7077374176, , ,traffic_signals,K002, , , , ,"crossing=>""separate"",""crossing:separate""=>""traffic_signals"",""junction""=>""separate"",""traffic_signals""=>""signal""",22.296625,114.17228,1,1
127,点,708,773,4540980689,Monster sushi, , , , , , , ,"amenity=>""restaurant"",""cuisine""=>""japanese"",""name:en""=>""Monster sushi"",""name:ko""=>""몬스터 스시 맛집""",22.296632,114.17181,1,1
128,点,709,1012,4849843757,天空之城酒業 Castle of Sky, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""name:en""=>""Castle of Sky"",""name:zh""=>""天空之城酒業"",""shop""=>""alcohol""",22.296636,114.171038,1,1
129,点,710,2282,10880215924,香港購物中心 HK Shopping Centre, , , , , , , ,"addr:housenumber=>""3"",""addr:street""=>""樂道 Lock Road"",""name:en""=>""HK Shopping Centre"",""name:zh""=>""香港購物中心"",""shop""=>""bag""",22.296637,114.171533,1,1
130,点,712,1027,4849863697,美心MX Maxim's MX, , , , , , , ,"addr:housenumber=>""12A"",""addr:street""=>""北京道 Peking Road"",""amenity""=>""fast_food"",""brand""=>""美心MX Maxim's MX"",""brand:en""=>""Maxim's MX"",""brand:wikidata""=>""Q7213063"",""brand:zh""=>""美心MX"",""cuisine""=>""cantonese;western"",""level""=>""-1"",""name:en""=>""M",22.296642,114.171243,1,1
131,点,715,1956,8363087517, , , , , , , , ,"name:en=>""barbershop"",""shop""=>""beauty""",22.296661,114.170673,1,1
132,点,718,912,4848060592,莎莎 Sasa, , , , , , , ,"addr:street=>""彌敦道 Nathan Road"",""brand""=>""莎莎 Sasa"",""brand:en""=>""Sasa"",""brand:wikidata""=>""Q15910675"",""brand:zh""=>""莎莎"",""name:en""=>""Sasa"",""name:zh""=>""莎莎"",""shop""=>""cosmetics""",22.296666,114.172416,1,1
133,点,722,785,4646626290,星巴克 Starbucks, , , , , , , ,"amenity=>""cafe"",""brand""=>""星巴克 Starbucks"",""brand:en""=>""Starbucks"",""brand:wikidata""=>""Q37158"",""brand:wikipedia""=>""zh:星巴克"",""brand:zh""=>""星巴克"",""cuisine""=>""coffee_shop"",""name:en""=>""Starbucks"",""name:zh""=>""星巴克"",""takeaway""=>""yes""",22.296673,114.172024,1,1
134,点,723,1004,4849843735,九爺, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""amenity""=>""restaurant""",22.296675,114.171036,1,1
135,点,724,605,4066472129,Market Place, , , , , , , ,"brand=>""Market Place"",""brand:en""=>""Market Place"",""brand:wikidata""=>""Q10851178"",""level""=>""-1"",""name:en""=>""Market Place"",""shop""=>""supermarket""",22.296678,114.17194,1,1
136,点,725,1028,4849863698,Lionesse Exclusive, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""shop""=>""cosmetics"",""website""=>""https://lionesse.com.hk""",22.296684,114.171239,1,1
137,点,726,783,4646610390, , , , , , , , ,"name:en=>""Bose"",""shop""=>""department_store""",22.296685,114.172061,1,1
138,点,727,543,3727068791,牛陣, , , , , , , ,"addr:housenumber=>""63"",""addr:level""=>""7"",""addr:street""=>""彌敦道 Nathan Road"",""addr:unit""=>""706"",""amenity""=>""restaurant"",""phone""=>""2311 1092""",22.296707,114.171863,1,1
139,点,728,1994,8435036158, , , , , , , , ,"amenity=>""taxi"",""public_transport""=>""platform"",""taxi""=>""yes""",22.296717,114.171653,1,1
140,点,729,1029,4849863699,板神, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""amenity""=>""restaurant""",22.296729,114.171236,1,1
141,点,730,2284,10880215926,Garmin, , , , , , , ,"shop=>""sports""",22.296731,114.171527,1,1
142,点,731,911,4848060591,時間廊 City Chain, , , , , , , ,"addr:street=>""彌敦道 Nathan Road"",""brand""=>""時間廊 City Chain"",""brand:en""=>""City Chain"",""brand:wikidata""=>""Q11089260"",""brand:zh""=>""時間廊"",""name:en""=>""City Chain"",""name:zh""=>""時間廊"",""shop""=>""watches""",22.296733,114.172418,1,1
143,点,732,1006,4849843741,Power Jewellery, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""shop""=>""jewelry""",22.296745,114.171031,1,1
144,点,733,909,4848052046,周大福 Chow Tai Fook, , , , , , , ,"addr:door=>""MTR24"",""addr:housename""=>""iSQUARE"",""addr:housename:en""=>""iSQUARE"",""addr:housename:zh""=>""iSQUARE"",""addr:housenumber""=>""63"",""addr:street""=>""彌敦道 Nathan Road"",""addr:street:en""=>""Nathan Road"",""addr:street:wikidata""=>""Q2188138"",""addr:street",22.296753,114.171956,1,1
145,点,734,1005,4849843740,Hello India, , , , , , , ,"addr:housenumber=>""19-21"",""addr:street""=>""漢口道 Hankow Road"",""amenity""=>""restaurant"",""cuisine""=>""indian"",""level""=>""1"",""phone""=>""+852 2367 7489"",""website""=>""https://www.helloindia.com.hk""",22.296768,114.171003,1,1
146,点,735,1009,4849843744,源記餐廳, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""amenity""=>""restaurant""",22.296778,114.171029,1,1
147,点,736,1057,4849902142,海量珠寶 Highland Jewellery, , , , , , , ,"addr:street=>""樂道 Lock Road"",""name:en""=>""Highland Jewellery"",""name:zh""=>""海量珠寶"",""shop""=>""jewelry""",22.296778,114.171524,1,1
148,点,737,1580,6309071633,iSquare,gate, ,H, , , , ,"access=>""yes"",""door""=>""no"",""entrance""=>""yes"",""gate:material""=>""metal"",""gate:type""=>""sliding"",""layer""=>""-1"",""location""=>""underground"",""railway""=>""subway_entrance""",22.296779,114.172072,1,1
149,点,738,895,4848019842,周大福 Chow Tai Fook, , , , , , , ,"addr:street=>""彌敦道 Nathan Road"",""brand""=>""周大福 Chow Tai Fook"",""brand:en""=>""Chow Tai Fook"",""brand:wikidata""=>""Q48880993"",""brand:wikipedia""=>""en:Chow Tai Fook Jewellery Group"",""brand:zh""=>""周大福"",""brand:zh-Hans""=>""周大福"",""brand:zh-Hant""",22.296781,114.172414,1,1
150,点,739,1030,4849863700,香港磁力共振中心 Hong Kong MRI, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""amenity""=>""clinic"",""healthcare""=>""clinic"",""name:en""=>""Hong Kong MRI"",""name:zh""=>""香港磁力共振中心""",22.296803,114.171228,1,1
151,点,740,1007,4849843742,樂意點心 Log Ye Dim Sum, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""amenity""=>""restaurant"",""name:en""=>""Log Ye Dim Sum"",""name:zh""=>""樂意點心""",22.296804,114.171027,1,1
152,点,742,1061,4849902146,泰濃麵 SiamNoodles, , , , , , , ,"addr:housenumber=>""7"",""addr:street""=>""樂道 Lock Road"",""amenity""=>""restaurant"",""cuisine""=>""thai"",""name:en""=>""SiamNoodles"",""name:zh""=>""泰濃麵""",22.296826,114.17152,1,1
153,点,743,1430,4892003721,澳門茶餐廳, , , , , , , ,"amenity=>""restaurant"",""name:zh""=>""澳門茶餐廳""",22.296829,114.17175,1,1
154,点,744,540,3609080345,港匯找換匯款, , , , , , , ,"addr:city=>""尖沙咀 Tsim Sha Tsui"",""addr:housenumber""=>""Shop D, G/F, Hanyee Building"",""addr:street""=>""漢口道 Hankow Road"",""amenity""=>""bureau_de_change""",22.296831,114.171026,1,1
155,点,745,1464,5158969223,Ned Kelly's Last Stand, , , , , , , ,"addr:housenumber=>""11A"",""addr:street""=>""亞士厘道 Ashley Road"",""amenity""=>""pub""",22.29684,114.170476,1,1
156,点,746,1811,6973006385, , , , , , , , ,"addr:housenumber=>""10-14"",""addr:street""=>""亞士厘道 Ashley Road"",""amenity""=>""bar"",""name:en""=>""Kowloon Taproom"",""phone""=>""+852 2861 0355""",22.296847,114.170644,1,1
157,点,747,1868,7077478907, , , ,C1, , , , ,"door=>""no"",""entrance""=>""yes"",""gate""=>""yes"",""railway""=>""subway_entrance""",22.296851,114.172123,1,1
158,点,748,1025,4849863695,足臨門, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""level""=>""1"",""shop""=>""massage""",22.296856,114.170996,1,1
159,点,749,1008,4849843743,余仁堂免稅藥坊, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""shop""=>""chemist""",22.296861,114.171023,1,1
160,点,750,705,4367744290,Branto 印度素食餐廳 Branto Indian Vegetarian Restaurant, , , , , , , ,"addr:city=>""尖沙咀 Tsim Sha Tsui"",""addr:housenumber""=>""9"",""addr:level""=>""1"",""addr:street""=>""樂道 Lock Road"",""amenity""=>""restaurant"",""contact:email""=>""brantohongkong@hotmail.com"",""contact:facebook""=>""https://www.facebook.com/Branto-Pure-Veg-Indian-",22.296869,114.171469,1,1
161,点,751,1059,4849902144,7-Eleven, , , , , , , ,"addr:housenumber=>""9"",""addr:street""=>""樂道 Lock Road"",""brand""=>""7-Eleven"",""brand:wikidata""=>""Q259340"",""brand:wikipedia""=>""en:7-Eleven"",""level""=>""0"",""name:en""=>""7-Eleven"",""name:zh""=>""7-11便利店"",""shop""=>""convenience""",22.296872,114.171518,1,1
162,点,753,894,4848019841,Rolex, , , , , , , ,"addr:street=>""彌敦道 Nathan Road"",""shop""=>""jewelry""",22.296884,114.172414,1,1
163,点,754,1555,6038148787, , , , , , , , ,"addr:housenumber=>""21F"",""addr:street""=>""漢口道 Hankow Road"",""name:en""=>""Mariane’s Watch and Jewelry"",""opening_hours""=>""Mo-Sa 10:00-20:00; Su 10:00-18:00"",""phone""=>""23761527"",""shop""=>""jewelry""",22.296889,114.171021,1,1
164,点,757,1031,4849863701,1O1O, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""brand""=>""1O1O"",""brand:wikidata""=>""Q10843723"",""shop""=>""telecommunication""",22.296899,114.171222,1,1
165,点,758,1888,7109127698, , , , , , , , ,"name:en=>""Camera store"",""shop""=>""photo""",22.296905,114.172329,1,1
166,点,763,2649,12716726133,The Ashley Road Trading Company, , , , , , , ,"addr:housenumber=>""15"",""addr:street""=>""亞士厘道 Ashley Road"",""amenity""=>""pub""",22.296911,114.170466,1,1
167,点,765,1011,4849843754,北京同仁堂 Beijing Tong Ren Tang, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""name:en""=>""Beijing Tong Ren Tang"",""name:zh""=>""北京同仁堂"",""shop""=>""herbalist""",22.296913,114.171019,1,1
168,点,766,1060,4849902145,達隆藥房 Tack Long Pharmacy, , , , , , , ,"addr:housenumber=>""9A"",""addr:street""=>""樂道 Lock Road"",""amenity""=>""pharmacy"",""healthcare""=>""pharmacy"",""level""=>""0"",""name:en""=>""Tack Long Pharmacy"",""name:zh""=>""達隆藥房""",22.296918,114.171515,1,1
169,点,767,1897,7258073825,英皇戲院 Emperor Cinemas, , , , , , , ,"addr:housename=>""iSQUARE"",""addr:housename:en""=>""iSQUARE"",""addr:housename:zh""=>""iSQUARE"",""addr:housenumber""=>""63"",""addr:street""=>""彌敦道 Nathan Road"",""addr:street:en""=>""Nathan Road"",""addr:street:wikidata""=>""Q2188138"",""addr:street:zh""=>""彌敦道"",""am",22.296937,114.171842,1,1
170,点,768,2504,11397441369,街頭霸王, , , , , , , ,"amenity=>""restaurant""",22.29694,114.171017,1,1
171,点,769,1561,6144322985,英記茶莊 Ying Kee Tea House, , , , , , , ,"addr:street=>""宜昌街 Ichang Street"",""name:en""=>""Ying Kee Tea House"",""name:zh""=>""英記茶莊"",""shop""=>""tea""",22.296947,114.170871,1,1
172,点,770,1479,5239080121, , , , , , , , ,"amenity=>""bank"",""name:en""=>""Moneygram""",22.296947,114.172397,1,1
173,点,771,1026,4849863696,一郎, , , , , , , ,"addr:street=>""宜昌街 Ichang Street"",""amenity""=>""restaurant"",""cuisine""=>""japanese""",22.296952,114.170922,1,1
174,点,774,1548,5983133403, , ,crossing, , , , , ,"crossing=>""uncontrolled""",22.296958,114.172324,1,1
175,点,775,1056,4849902138,春記文具 Chun Kee Stationary, , , , , , , ,"addr:housenumber=>""11"",""addr:street""=>""樂道 Lock Road"",""name:en""=>""Chun Kee Stationary"",""name:zh""=>""春記文具"",""shop""=>""stationery""",22.296964,114.171511,1,1
176,点,776,1013,4849843758,龍城大藥坊, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""shop""=>""chemist""",22.296966,114.171015,1,1
177,点,777,1048,4849887210, , , , , , , , ,"entrance=>""yes"",""exit""=>""yes""",22.296973,114.171651,1,1
178,点,779,1033,4849863703,Le Creuset, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""brand""=>""Le Creuset"",""brand:wikidata""=>""Q555861"",""shop""=>""houseware""",22.296982,114.171215,1,1
179,点,785,908,4848052045,M&S Outlet, , , , , , , ,"addr:door=>""G3A--G3C;UG3,UG4"",""addr:housename""=>""iSQUARE"",""addr:housename:en""=>""iSQUARE"",""addr:housename:zh""=>""iSQUARE"",""addr:housenumber""=>""63"",""addr:street""=>""彌敦道 Nathan Road"",""addr:street:en""=>""Nathan Road"",""addr:street:wikidata""=>""Q2188138"",""",22.297002,114.171889,1,1
180,点,786,1653,6371644085, , , , , , , , ,"entrance=>""yes"",""exit""=>""yes""",22.297006,114.172057,1,1
181,点,787,646,4158952989,潮發粥麵茶餐廳 Chiu Fat Restaurant, , , , , , , ,"addr:housenumber=>""11A"",""addr:street""=>""樂道 Lock Road"",""amenity""=>""restaurant"",""cuisine""=>""noodle"",""name:en""=>""Chiu Fat Restaurant"",""name:zh""=>""潮發粥麵茶餐廳""",22.297009,114.171508,1,1
182,点,790,2306,10880216066, , ,crossing, , , , , ,"crossing=>""uncontrolled""",22.297029,114.171058,1,1
183,点,791,2206,10314077718, , ,crossing, , , , , , ,22.297038,114.169883,1,1
184,点,793,311,2604586677, , , ,G, , , , ,"railway=>""subway_entrance""",22.297042,114.172591,1,1
185,点,794,1032,4849863702,優品360 Best Mart 360, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""brand""=>""優品360 Best Mart 360"",""brand:en""=>""Best Mart 360"",""brand:wikidata""=>""Q65117567"",""brand:zh""=>""優品360"",""name:en""=>""Best Mart 360"",""name:zh""=>""優品360"",""shop""=>""convenience""",22.297044,114.171211,1,1
186,点,798,593,3914318604,7-Eleven, , , , , , , ,"addr:country=>""HK"",""brand""=>""7-Eleven"",""brand:wikidata""=>""Q259340"",""name:en""=>""7-Eleven"",""name:zh""=>""7-11便利店"",""shop""=>""convenience"",""website""=>""https://www.7-eleven.com.hk/""",22.29706,114.170761,1,1
187,点,801,1812,6973008386,Castro's, , , , , , , ,"amenity=>""restaurant"",""cuisine""=>""cuba"",""level""=>""1"",""name:en""=>""Castro's""",22.297063,114.170614,1,1
188,点,805,907,4848052044,周生生 Chow Sang Sang, , , , , , , ,"addr:street=>""彌敦道 Nathan Road"",""brand""=>""周生生 Chow Sang Sang"",""brand:en""=>""Chow Sang Sang"",""brand:wikidata""=>""Q10920877"",""brand:wikipedia""=>""en:Chow Sang Sang"",""brand:zh""=>""周生生"",""brand:zh-Hans""=>""周生生"",""brand:zh-Hant""=>""周生生""",22.297073,114.17203,1,1
189,点,810,1014,4849843759,日暮家麵匠 Higureya Menso, , , , , , , ,"addr:street=>""宜昌街 Ichang Street"",""amenity""=>""restaurant"",""name:en""=>""Higureya Menso"",""name:zh""=>""日暮家麵匠""",22.297077,114.170863,1,1
190,点,814,1654,6373406585,日本城 JHC, , , , , , , ,"brand=>""日本城 JHC"",""brand:en""=>""JHC"",""brand:wikidata""=>""Q11507765"",""brand:zh""=>""日本城"",""brand:zh-Hans""=>""日本城"",""brand:zh-Hant""=>""日本城"",""name:en""=>""JHC"",""name:zh""=>""日本城"",""name:zh-Hans""=>""日本城"",""name:zh-Hant""=>""日本城"",""sh",22.297097,114.172456,1,1
191,点,815,1055,4849902135,辰衝圖書有限公司 Swindon Book Co. Ltd., , , , , , , ,"addr:housenumber=>""13"",""addr:street""=>""樂道 Lock Road"",""name:en""=>""Swindon Book Co. Ltd."",""name:zh""=>""辰衝圖書有限公司"",""was:shop""=>""books""",22.297098,114.171502,1,1
192,点,818,1010,4849843751,Golf City, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""shop""=>""golf""",22.297113,114.171004,1,1
193,点,825,1428,4879799321, , , , , , , , ,"addr:housenumber=>""18"",""addr:street""=>""亞士厘道 Ashley Road"",""amenity""=>""cafe"",""level""=>""3"",""name:en""=>""Barista Caffe""",22.297142,114.170634,1,1
194,点,828,2302,10880216061,名星高爾夫 Star Golf, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""name:en""=>""Star Golf"",""name:zh""=>""名星高爾夫"",""shop""=>""golf""",22.297146,114.171002,1,1
195,点,830,893,4848019840,Rado, , , , , , , ,"addr:street=>""彌敦道 Nathan Road"",""shop""=>""jewelry""",22.297152,114.172375,1,1
196,点,833,1035,4849863709,位元堂, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""shop""=>""herbalist""",22.297153,114.171204,1,1
197,点,838,1054,4849902133,海天潛水 Ocean Sky Diving, , , , , , , ,"addr:street=>""樂道 Lock Road"",""name:en""=>""Ocean Sky Diving"",""name:zh""=>""海天潛水"",""shop""=>""scuba_diving""",22.297176,114.171496,1,1
198,点,840,2301,10880216060,星鑽鐘錶 Tick Time Company, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""name:en""=>""Tick Time Company"",""name:zh""=>""星鑽鐘錶"",""shop""=>""watches""",22.297179,114.170999,1,1
199,点,841,302,2555388098,尖沙咀 Tsim Sha Tsui, , ,TST, , , , ,"name:en=>""Tsim Sha Tsui"",""name:zh""=>""尖沙咀"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes""",22.29718,114.172169,1,1
200,点,842,5,262119931,尖沙咀 Tsim Sha Tsui, , ,TST, , , , ,"addr:street=>""彌敦道 Nathan Road"",""name:en""=>""Tsim Sha Tsui"",""name:zh""=>""尖沙咀"",""network""=>""MTR"",""operator""=>""香港鐵路有限公司 MTR Corporation"",""platforms""=>""2"",""public_transport""=>""station"",""start_date""=>""1979-12-16"",""station""=>""subway""",22.29718,114.172205,1,1
201,点,843,303,2555388100,尖沙咀 Tsim Sha Tsui, , ,TST, , , , ,"name:en=>""Tsim Sha Tsui"",""name:zh""=>""尖沙咀"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes""",22.297182,114.172297,1,1
202,点,844,2594,11907070975, ,kerb, , , , , , ,"access=>""yes"",""kerb""=>""lowered""",22.29719,114.171614,1,1
203,点,845,2593,11907058907, , , , , , , , ,"kerb:across=>""no"",""kerb:both""=>""no""",22.29719,114.171624,1,1
204,点,846,1896,7258073823, , , , , , , , ,"amenity=>""parking_entrance"",""entrance""=>""yes"",""exit""=>""yes"",""fee""=>""yes"",""foot""=>""no"",""level""=>""0"",""level:ref""=>""G"",""maxspeed""=>""8"",""parking""=>""underground"",""payment""=>""yes""",22.297191,114.171636,1,1
205,点,847,1895,7257866551,名家韓國餐廳 Myung Ga Korean Restaurant, , , , , , , ,"addr:door=>""2702"",""addr:housename""=>""國際廣場 iSQUARE"",""addr:housename:en""=>""iSQUARE"",""addr:housename:zh""=>""國際廣場"",""addr:housenumber""=>""63"",""addr:street""=>""彌敦道 Nathan Road"",""addr:street:en""=>""Nathan Road"",""addr:street:wikidata""=>""Q2188",22.297194,114.17195,1,1
206,点,850,591,3914318601,7-Eleven, , , , , , , ,"addr:country=>""HK"",""brand""=>""7-Eleven"",""brand:wikidata""=>""Q259340"",""brand:wikipedia""=>""en:7-Eleven"",""name:en""=>""7-Eleven"",""name:zh""=>""7-11便利店"",""shop""=>""convenience"",""website""=>""https://www.7-eleven.com.hk/""",22.297197,114.172363,1,1
207,点,853,1021,4849863691,咯咯雞 Kok Kok Chicken, , , , , , , ,"addr:street=>""亞士厘道 Ashley Road"",""amenity""=>""restaurant"",""cuisine""=>""korean"",""name:en""=>""Kok Kok Chicken"",""name:zh""=>""咯咯雞""",22.297208,114.170596,1,1
208,点,858,1465,5158972021,霸王川莊 Sichuan House, , , , , , , ,"addr:door=>""2501"",""addr:housename""=>""iSQUARE"",""addr:housename:en""=>""iSQUARE"",""addr:housename:zh""=>""iSQUARE"",""addr:housenumber""=>""63"",""addr:street""=>""彌敦道 Nathan Road"",""addr:street:en""=>""Nathan Road"",""addr:street:wikidata""=>""Q2188138"",""addr:street:",22.297213,114.171728,1,1
209,点,859,1034,4849863704,Bellisim, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""disused:shop""=>""clothes""",22.297214,114.171199,1,1
210,点,862,1810,6937454527,彩福皇宴 Choi Fook Royal Banquet, , , , , , , ,"addr:door=>""2601"",""addr:housename""=>""iSQUARE"",""addr:housename:en""=>""iSQUARE"",""addr:housename:zh""=>""iSQUARE"",""addr:housenumber""=>""63"",""addr:street""=>""彌敦道 Nathan Road"",""addr:street:en""=>""Nathan Road"",""addr:street:wikidata""=>""Q2188138"",""addr:street:",22.297221,114.171846,1,1
211,点,863,1869,7077478908, , , ,C2, , , , ,"door=>""no"",""entrance""=>""yes"",""gate""=>""yes"",""railway""=>""subway_entrance""",22.297224,114.172098,1,1
212,点,864,906,4848052043,英皇珠寶 Emperor, , , , , , , ,"addr:door=>""G05"",""addr:housename""=>""iSQUARE"",""addr:housename:en""=>""iSQUARE"",""addr:housename:zh""=>""iSQUARE"",""addr:housenumber""=>""63"",""addr:street""=>""彌敦道 Nathan Road"",""addr:street:en""=>""Nathan Road"",""addr:street:wikidata""=>""Q2188138"",""addr:street:z",22.297226,114.172002,1,1
213,点,865,2505,11397442569,彩薈軒 Joyous Gate, , , , , , , ,"addr:door=>""2502"",""addr:housename""=>""iSQUARE"",""addr:housename:en""=>""iSQUARE"",""addr:housename:zh""=>""iSQUARE"",""addr:housenumber""=>""63"",""addr:street""=>""彌敦道 Nathan Road"",""addr:street:en""=>""Nathan Road"",""addr:street:wikidata""=>""Q2188138"",""addr:street:",22.297233,114.171951,1,1
214,点,866,1427,4874615124,珍妮曲奇 Jenny Bakery, , , , , , , ,"addr:door=>""24"",""addr:housename""=>""美麗都大廈 Mirador Mansion"",""addr:housename:en""=>""Mirador Mansion"",""addr:housename:zh""=>""美麗都大廈"",""addr:street""=>""彌敦道 Nathan Road"",""addr:street:en""=>""Nathan Road"",""addr:street:zh""=>""彌敦道"",""bran",22.29724,114.172361,1,1
215,点,867,1463,5151262024,南海一號 Nanhai No.1, , ,一號 No.1, , , , ,"addr:door=>""3001;3101"",""addr:housename""=>""iSQUARE"",""addr:housename:en""=>""iSQUARE"",""addr:housename:zh""=>""iSQUARE"",""addr:housenumber""=>""63"",""addr:street""=>""彌敦道 Nathan Road"",""addr:street:en""=>""Nathan Road"",""addr:street:wikidata""=>""Q2188138"",""addr:st",22.297245,114.171839,1,1
216,点,868,1467,5172662735,eyebar, , , , , , , ,"addr:door=>""3001"",""addr:housename""=>""iSQUARE"",""addr:housename:en""=>""iSQUARE"",""addr:housename:zh""=>""iSQUARE"",""addr:housenumber""=>""63"",""addr:street""=>""彌敦道 Nathan Road"",""addr:street:en""=>""Nathan Road"",""addr:street:wikidata""=>""Q2188138"",""addr:street:",22.297254,114.1719,1,1
217,点,869,892,4848019839,六福珠寶 LukFook Jewellery, , , , , , , ,"addr:street=>""彌敦道 Nathan Road"",""brand""=>""六福珠寶 LukFook Jewellery"",""brand:en""=>""LukFook Jewellery"",""brand:wikidata""=>""Q10893397"",""brand:zh""=>""六福珠寶"",""brand:zh-Hans""=>""六福珠宝"",""brand:zh-Hant""=>""六福珠寶"",""name:en""=>""LukFook",22.297259,114.172365,1,1
218,点,877,724,4405710295,麥奀雲吞麵世家 Mak’s Noodle, , , , , , , ,"addr:housenumber=>""19"",""addr:street""=>""樂道 Lock Road"",""amenity""=>""restaurant"",""cuisine""=>""noodle"",""level""=>""0"",""name:en""=>""Mak's Noodle"",""name:zh""=>""麥奀雲吞麵世家""",22.29729,114.171488,1,1
219,点,879,779,4572563889, , , , , , , , ,"name:ko=>""기화병가"",""shop""=>""confectionery""",22.297294,114.172345,1,1
